image_path,video_file,true_plate_text,condition_tags
labeling_set/14955798_2160_3840_30fps (1)/frame_000045_vehicle_3.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000045_vehicle_4.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000060_vehicle_0.jpg,14955798_2160_3840_30fps (1),DL9CBF1947,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000060_vehicle_1.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000075_vehicle_0.jpg,14955798_2160_3840_30fps (1),DL9CBF1947,"day,straight"
labeling_set/14955798_2160_3840_30fps (1)/frame_000075_vehicle_1.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000075_vehicle_2.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000090_vehicle_1.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000090_vehicle_4.jpg,14955798_2160_3840_30fps (1),,
labeling_set/14955798_2160_3840_30fps (1)/frame_000105_vehicle_0.jpg,14955798_2160_3840_30fps (1),,"day,two_line"
labeling_set/14955798_2160_3840_30fps (1)/frame_000105_vehicle_2.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000105_vehicle_9.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000120_vehicle_0.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000120_vehicle_2.jpg,14955798_2160_3840_30fps (1),,"day,motion_blur"
labeling_set/14955798_2160_3840_30fps (1)/frame_000120_vehicle_4.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000135_vehicle_0.jpg,14955798_2160_3840_30fps (1),,"day,motion_blur"
labeling_set/14955798_2160_3840_30fps (1)/frame_000135_vehicle_1.jpg,14955798_2160_3840_30fps (1),,"day,motion_blur"
labeling_set/14955798_2160_3840_30fps (1)/frame_000150_vehicle_1.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000150_vehicle_5.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000150_vehicle_7.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000165_vehicle_3.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/14955798_2160_3840_30fps (1)/frame_000180_vehicle_3.jpg,14955798_2160_3840_30fps (1),,"day,motion_blur"
labeling_set/14955798_2160_3840_30fps (1)/frame_000180_vehicle_8.jpg,14955798_2160_3840_30fps (1),,day
labeling_set/15035712_2160_3840_30fps/frame_000000_plate_0.jpg,15035712_2160_3840_30fps,DL5CU7802,"day,straight"
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_0.jpg,15035712_2160_3840_30fps,DL5CU7802,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_1.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_10.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_11.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_12.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_13.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_14.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_15.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_16.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_17.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_18.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_2.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_3.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_4.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_6.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_7.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000000_vehicle_8.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000015_plate_0.jpg,15035712_2160_3840_30fps,,"day,angled"
labeling_set/15035712_2160_3840_30fps/frame_000015_plate_1.jpg,15035712_2160_3840_30fps,,"day,clear"
labeling_set/15035712_2160_3840_30fps/frame_000015_plate_2.jpg,15035712_2160_3840_30fps,,"day,clear,angled"
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_0.jpg,15035712_2160_3840_30fps,,"day,angled"
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_1.jpg,15035712_2160_3840_30fps,DL14CE2734,"day,motion_blur"
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_12.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_14.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_15.jpg,15035712_2160_3840_30fps,,"day,angled"
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_16.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_17.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_2.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_3.jpg,15035712_2160_3840_30fps,DL5CU7802,"day,straight,motion_blur"
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_4.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_5.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_6.jpg,15035712_2160_3840_30fps,,"day,straight"
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_7.jpg,15035712_2160_3840_30fps,,"day,clear,angled"
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_8.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000015_vehicle_9.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000030_plate_0.jpg,15035712_2160_3840_30fps,DL5CU7802,"day,clear,straight,motion_blur"
labeling_set/15035712_2160_3840_30fps/frame_000030_vehicle_1.jpg,15035712_2160_3840_30fps,,"day,clear,angled,motion_blur"
labeling_set/15035712_2160_3840_30fps/frame_000030_vehicle_10.jpg,15035712_2160_3840_30fps,,day
labeling_set/15035712_2160_3840_30fps/frame_000030_vehicle_11.jpg,15035712_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_0.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_10.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_11.jpg,15040621_2160_3840_30fps,DL1BTCR2602,"day,clear,straight,motion_blur"
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_13.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_14.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_15.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_16.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_18.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_20.jpg,15040621_2160_3840_30fps,UP144T6268,"day,straight,motion_blur"
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_21.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_3.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_5.jpg,15040621_2160_3840_30fps,,"day,straight,motion_blur"
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_7.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_8.jpg,15040621_2160_3840_30fps,,"day,motion_blur"
labeling_set/15040621_2160_3840_30fps/frame_000000_vehicle_9.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_0.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_1.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_10.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_11.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_12.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_13.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_14.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_15.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_16.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_17.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_18.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_19.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_20.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_21.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_5.jpg,15040621_2160_3840_30fps,DL1RTCB262,"day,motion_blur"
labeling_set/15040621_2160_3840_30fps/frame_000015_vehicle_7.jpg,15040621_2160_3840_30fps,UP146T4846,"day,motion_blur"
labeling_set/15040621_2160_3840_30fps/frame_000030_vehicle_0.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000030_vehicle_1.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000030_vehicle_10.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000030_vehicle_11.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000030_vehicle_13.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000030_vehicle_14.jpg,15040621_2160_3840_30fps,DL1RTC8260,"day,clear"
labeling_set/15040621_2160_3840_30fps/frame_000030_vehicle_15.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000030_vehicle_16.jpg,15040621_2160_3840_30fps,,day
labeling_set/15040621_2160_3840_30fps/frame_000030_vehicle_17.jpg,15040621_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000000_vehicle_0.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000000_vehicle_2.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000000_vehicle_3.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000015_vehicle_1.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000015_vehicle_2.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000015_vehicle_3.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000030_vehicle_1.jpg,15081361_2160_3840_30fps,,"day,angled"
labeling_set/15081361_2160_3840_30fps/frame_000030_vehicle_3.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000030_vehicle_4.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000045_vehicle_0.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000045_vehicle_1.jpg,15081361_2160_3840_30fps,DL5CN8169,"day,clear,straight"
labeling_set/15081361_2160_3840_30fps/frame_000045_vehicle_2.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000045_vehicle_4.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000045_vehicle_6.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000060_plate_0.jpg,15081361_2160_3840_30fps,DL5SBF9549,"day,clear,straight"
labeling_set/15081361_2160_3840_30fps/frame_000075_vehicle_1.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000075_vehicle_2.jpg,15081361_2160_3840_30fps,DL5SBF9549,"day,clear,straight"
labeling_set/15081361_2160_3840_30fps/frame_000090_vehicle_1.jpg,15081361_2160_3840_30fps,DL5SBF9549,"day,clear"
labeling_set/15081361_2160_3840_30fps/frame_000090_vehicle_2.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000105_vehicle_2.jpg,15081361_2160_3840_30fps,,"day,motion_blur"
labeling_set/15081361_2160_3840_30fps/frame_000105_vehicle_3.jpg,15081361_2160_3840_30fps,,"day,angled,motion_blur"
labeling_set/15081361_2160_3840_30fps/frame_000105_vehicle_7.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000120_vehicle_1.jpg,15081361_2160_3840_30fps,DL6SAL1955,"day,clear,straight"
labeling_set/15081361_2160_3840_30fps/frame_000120_vehicle_10.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000120_vehicle_2.jpg,15081361_2160_3840_30fps,,"day,angled"
labeling_set/15081361_2160_3840_30fps/frame_000120_vehicle_3.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000120_vehicle_6.jpg,15081361_2160_3840_30fps,,"day,clear,angled"
labeling_set/15081361_2160_3840_30fps/frame_000120_vehicle_7.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000120_vehicle_9.jpg,15081361_2160_3840_30fps,,"day,angled"
labeling_set/15081361_2160_3840_30fps/frame_000135_vehicle_2.jpg,15081361_2160_3840_30fps,,"day,angled"
labeling_set/15081361_2160_3840_30fps/frame_000135_vehicle_5.jpg,15081361_2160_3840_30fps,DL6SAL1955,"day,clear,straight"
labeling_set/15081361_2160_3840_30fps/frame_000135_vehicle_7.jpg,15081361_2160_3840_30fps,,day
labeling_set/15081361_2160_3840_30fps/frame_000135_vehicle_8.jpg,15081361_2160_3840_30fps,,"day,angled"
labeling_set/15081361_2160_3840_30fps/frame_000150_vehicle_3.jpg,15081361_2160_3840_30fps,,"day,angled"
labeling_set/15081361_2160_3840_30fps/frame_000150_vehicle_5.jpg,15081361_2160_3840_30fps,,"day,clear,straight"
labeling_set/15081361_2160_3840_30fps/frame_000150_vehicle_9.jpg,15081361_2160_3840_30fps,DL6SAL1955,"day,clear,straight"
labeling_set/15081361_2160_3840_30fps/frame_000165_vehicle_10.jpg,15081361_2160_3840_30fps,HS 3172,"day,clear,straight"
labeling_set/15081361_2160_3840_30fps/frame_000165_vehicle_2.jpg,15081361_2160_3840_30fps,DL7SCV9013,"day,clear,straight"
labeling_set/15081361_2160_3840_30fps/frame_000165_vehicle_4.jpg,15081361_2160_3840_30fps,DL6SAL1955,"day,motion_blur"
labeling_set/15081361_2160_3840_30fps/frame_000165_vehicle_5.jpg,15081361_2160_3840_30fps,HS3172,"day,motion_blur"
labeling_set/15175704_2160_3840_30fps (1)/frame_000000_vehicle_7.jpg,15175704_2160_3840_30fps (1),,"night,motion_blur"
labeling_set/15175704_2160_3840_30fps (1)/frame_000000_vehicle_8.jpg,15175704_2160_3840_30fps (1),,night
